Array Design Name	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Comment[AdditionalFile:CDF]	HG_U95D.CDF
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-12
Comment[SubmittedName]	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	mgd	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
67444_at	67444_at	AI275635					67444_at													
67445_at	67445_at	R16100					67445_at													
67447_at	67447_at	AI972478	Q8N382		NM_003156		67447_at		6786	IPR001660			21070997	Hs.74597	ENSG00000167323	605921				
67448_at	67448_at	AI075929					67448_at		84054					Hs.432163						
67450_at	67450_at	AI082324					67450_at							Hs.106233						
67451_at	67451_at	AI140538					67451_at													
67453_at	67453_at	AI200330					67453_at							Hs.368532						
67455_at	67455_at	AI188430	O00321				67455_at		2116	IPR000418				Hs.194061						
67458_at	67458_at	AI193013					67458_at							Hs.166697						
67460_at	67460_at	AI073425	Q9H5C4		NM_022785	efhand	67460_at		64800	IPR002048			12855291	Hs.99330						
67462_at	67462_at	AI219715					67462_at							Hs.153290						
67464_at	67464_at	AI379037					67464_at							Hs.166847						
67466_f_at	67466_f_at	AA732837					67466_f_at													
67468_r_at	67468_r_at	AA732837					67468_r_at													
67471_at	67471_at	H51284					67471_at							Hs.270120						
67473_at	67473_at	AI458980					67473_at							Hs.169863						
67474_at	67474_at	AI458265					67474_at							Hs.369005						
67476_at	67476_at	AI128679					67476_at							Hs.169962						
67479_at	67479_at	AI271353					67479_at							Hs.170064						
67481_at	67481_at	AI420083					67481_at							Hs.170303						
67482_at	67482_at	AA609361					67482_at							Hs.170396						
67484_at	67484_at	AA470134					67484_at							Hs.376240						
67486_at	67486_at	AI460002					67486_at													
67488_at	67488_at	AW025715	Q8N226				67488_at							Hs.407036						
67490_at	67490_at	AA993101					67490_at							Hs.369017						
67493_at	67493_at	AI912887					67493_at							Hs.170499						
67497_at	67497_at	AI080380					67497_at							Hs.369020						
67499_at	67499_at	AI939611					67499_at							Hs.170553						
67501_at	67501_at	AA626365	Q9P077		NM_016144		67501_at		51397				7706663	Hs.41767	ENSG00000145781					
67504_at	67504_at	AI808209					67504_at													
67505_at	67505_at	AI435586					67505_at							Hs.346398						
67507_at	67507_at	H81672					67507_at							Hs.170658						
67509_at	67509_at	AI469753					67509_at							Hs.170694						
67512_at	67512_at	AI762420					67512_at							Hs.170717						
67514_at	67514_at	AI478768					67514_at							Hs.371846						
67515_at	67515_at	AI479011					67515_at							Hs.170783						
67517_at	67517_at	AI939623					67517_at							Hs.170801						
67519_at	67519_at	AI498953					67519_at							Hs.170860						
67521_at	67521_at	AI491988					67521_at							Hs.375044						
67523_at	67523_at	AI492440					67523_at							Hs.170921						
67525_at	67525_at	AI492835	Q9NZ80		NM_015691		67525_at		55841	IPR000008			6331328	Hs.12913						
67527_at	67527_at	AF150135					67527_at							Hs.170959						
67529_at	67529_at	AI801092					67529_at							Hs.170961						
67530_at	67530_at	AI521101	Q8N866				67530_at							Hs.378684						
67532_at	67532_at	AI521273					67532_at							Hs.16525						
67534_at	67534_at	AI521350	Q9UJD7				67534_at		57540	IPR000731				Hs.29131	ENSG00000162489					
67535_at	67535_at	AI521911					67535_at							Hs.171054						
67537_at	67537_at	AI522172					67537_at							Hs.309479						
67539_r_at	67539_r_at	AI524056					67539_r_at							Hs.369101						
67541_at	67541_at	AI540161					67541_at							Hs.34490						
67543_at	67543_at	AI553911	Q9BT82				67543_at		26030	IPR001844				Hs.198037						
67545_at	67545_at	AI554594					67545_at							Hs.370086						
67547_at	67547_at	AI554912					67547_at							Hs.171346						
67548_at	67548_at	AI565101					67548_at							Hs.347324						
67551_at	67551_at	AI697720	Q8N1L8				67551_at							Hs.171455						
67554_i_at	67554_i_at	H69770					67554_i_at							Hs.420562						
67556_r_at	67556_r_at	H69770					67556_r_at							Hs.420562						
67558_i_at	67558_i_at	R95135					67558_i_at													
67559_at	67559_at	AA004487					67559_at							Hs.171885						
67561_at	67561_at	AA496340					67561_at							Hs.172179						
67563_at	67563_at	AI492757	AAH38981				1370994_at		9026	IPR000533				Hs.96731		605613				
67565_r_at	67565_r_at	AI474273					67565_r_at							Hs.56406						
67567_at	67567_at	AI285960	Q92619				AA049952_s_at		23526	IPR002219				Hs.196914		601155				
67569_at	67569_at	R98005					67569_at													
67571_at	67571_at	T55335					67571_at							Hs.173024						
67573_at	67573_at	AI521246					67573_at							Hs.417834						
67575_at	67575_at	AI554733					67575_at							Hs.173182						
67577_at	67577_at	AI147642	Q9UFR6				67577_at		25851	IPR001849				Hs.103931	ENSG00000146770					
67579_at	67579_at	AA374183	Q8N3N1		NM_032383		67579_at		84343	IPR001699			19923642	Hs.282804	ENSG00000163755	606118				
67581_at	67581_at	AI263112					67581_at							Hs.174021						
67582_at	67582_at	AI497755					67582_at							Hs.369068						
67584_at	67584_at	AI476420	O95907		NM_013356		1369480_at		23539	IPR004743	IPB002617		7019529	Hs.270285	ENSG00000100156					
67585_at	67585_at	AI073553					67585_at							Hs.298373						
67587_f_at	67587_f_at	AI201830	Q9BSM5	d1ha1_1	NM_031157	rrm	rc_AA965147_at		3178	IPR000504	IPB001285		8393547	Hs.376844	ENSG00000135486	164017				
67589_r_at	67589_r_at	AI201830	P09651	d1ha1_1	NM_031157	rrm	92724_at		3178	IPR000504	IPB002989		8393547	Hs.376844	ENSG00000135486	164017				
67592_f_at	67592_f_at	AI469079	P09651	d1ha1_1	NM_031157	rrm	M12156_at		3178	IPR000504	IPB002989		8393547	Hs.376844	ENSG00000135486	164017				
67594_at	67594_at	AI313203					67594_at							Hs.174640						
67595_r_at	67595_r_at	AI651263					67595_r_at							Hs.174751						
67598_at	67598_at	AI356958					67598_at													
67601_at	67601_at	AI952743					67601_at							Hs.175884						
67603_at	67603_at	AI401024					67603_at							Hs.175893						
67605_at	67605_at	R89593	O75094	d1h6ua2	NM_003062	EGF	rc_AA996497_s_at		6586	IPR000561	IPB000561		13786142	Hs.57929	ENSG00000156396	603745				
67607_at	67607_at	H94314					67607_at							Hs.176000						
67609_at	67609_at	R94487					67609_at							Hs.269796						
67611_at	67611_at	AI299734					67611_at													
67613_r_at	67613_r_at	AI368143					67613_r_at							Hs.304045						
67616_at	67616_at	AI332690					67616_at							Hs.387202						
67618_at	67618_at	AI399721					67618_at							Hs.176489						
67620_at	67620_at	AI401119					67620_at							Hs.176497						
67622_at	67622_at	AI401598					67622_at							Hs.176500						
67625_at	67625_at	AI401413	Q9NT36		NM_030911	dCMP_cyt_deam	1425956_a_at		81602	IPR002125		1.1.1.193	20876214	Hs.49927	ENSG00000102543					
67626_at	67626_at	AI308109					67626_at							Hs.359011						
67628_at	67628_at	AA001506					67628_at													
67630_at	67630_at	H49254					67630_at													
67632_at	67632_at	N64446	Q9NSH4		NM_018421	TBC	67632_at		55357	IPR005613	IPB000195		8922167	Hs.135917	ENSG00000095383					
67634_at	67634_at	AI569684					67634_at							Hs.369149						
67635_r_at	67635_r_at	H43308					67635_r_at							Hs.337611						
67640_at	67640_at	AI345388					67640_at													
67642_r_at	67642_r_at	AI492495					67642_r_at													
67644_at	67644_at	N51865					67644_at							Hs.177162						
67646_f_at	67646_f_at	H16966					67646_f_at							Hs.390794						
67648_r_at	67648_r_at	H16966					67648_r_at							Hs.390794						
67651_at	67651_at	AA165161					67651_at							Hs.177572						
67653_r_at	67653_r_at	AA358048					67653_r_at							Hs.177849						
67654_r_at	67654_r_at	AA435672	Q96PY3				67654_r_at		114794	IPR000483				Hs.250726	ENSG00000166897					
67657_at	67657_at	AA454075					67657_at							Hs.332741						
67658_at	67658_at	AA468731					67658_at							Hs.178730						
67661_r_at	67661_r_at	H97879					67661_r_at							Hs.417140						
67663_at	67663_at	H98748					67663_at							Hs.269035						
67664_at	67664_at	R15934					67664_at							Hs.330193						
67666_at	67666_at	AI336660					67666_at							Hs.368755						
67669_at	67669_at	AI791176					67669_at							Hs.335223						
67671_r_at	67671_r_at	AI862991					67671_r_at							Hs.304509						
67672_r_at	67672_r_at	AA954746					67672_r_at							Hs.181474						
67674_at	67674_at	R17429					67674_at							Hs.181500						
67676_at	67676_at	AI040114					67676_at							Hs.289059						
67678_r_at	67678_r_at	AI305910					67678_r_at													
67681_at	67681_at	AI377272					67681_at							Hs.344431						
67682_at	67682_at	AI308124					67682_at							Hs.368977						
67684_at	67684_at	AI220637					67684_at													
67686_i_at	67686_i_at	R49624	Q8N837		NM_138443		67686_i_at		115106				20302026	Hs.184164	ENSG00000152240					
67687_at	67687_at	AI191227	AAH30981	d1hsm__	NM_002128	HMG_box	67687_at		3146	IPR000135	IPB000637		4504425	Hs.6727		163905				
67692_r_at	67692_r_at	R92200					67692_r_at													
67694_f_at	67694_f_at	AA570562					67694_f_at							Hs.291110						
67696_at	67696_at	R28285					67696_at							Hs.386775						
67698_r_at	67698_r_at	N49608					67698_r_at													
67700_at	67700_at	AI286154	Q8NED2				67700_at							Hs.355593						
67702_at	67702_at	AA457314					67702_at													
67704_r_at	67704_r_at	T72871					67704_r_at							Hs.427499						
67705_at	67705_at	AA262379					67705_at							Hs.433907						
67707_at	67707_at	AA279484					67707_at													
67708_r_at	67708_r_at	R49419					67708_r_at							Hs.388487						
67710_at	67710_at	AI344124	Q13031	d1ihia_	NM_172160	aldo_ket_red	1448468_a_at		7881	IPR005983	IPB001395	1.1.1.218	8393643	Hs.172471		601141				
67712_at	67712_at	AI572177					67712_at							Hs.182785						
67714_r_at	67714_r_at	H41577					67714_r_at							Hs.268803						
67716_at	67716_at	R40425					67716_at							Hs.397075						
67717_at	67717_at	H69131					67717_at							Hs.182962						
67719_i_at	67719_i_at	AI280509					67719_i_at							Hs.409921						
67721_f_at	67721_f_at	AA177068					67721_f_at							Hs.332463						
67723_at	67723_at	T69703					67723_at							Hs.332595						
67728_r_at	67728_r_at	N26569					67728_r_at							Hs.183803						
67730_at	67730_at	AA663237					67730_at							Hs.380654						
67732_at	67732_at	AA877122	Q8N8Z3				67732_at							Hs.372071						
67734_at	67734_at	W86251					67734_at							Hs.183902						
67736_r_at	67736_r_at	AA721466					67736_r_at													
67738_r_at	67738_r_at	AA773042					67738_r_at													
67741_at	67741_at	AA302866					67741_at							Hs.291564						
67743_at	67743_at	AA677459					67743_at							Hs.270922						
67745_at	67745_at	AI571315					67745_at							Hs.406254						
67747_at	67747_at	AA262570					67747_at							Hs.185058						
67748_at	67748_at	AA868469					67748_at													
67751_at	67751_at	AI767864					67751_at							Hs.208717						
67754_at	67754_at	AI624058					67754_at							Hs.185586						
67756_at	67756_at	AI091640					67756_at							Hs.185770						
67757_at	67757_at	AA594161					67757_at													
67759_r_at	67759_r_at	N49956	P31483	d1cvja1	NM_022173	rrm	u00689_s_at		7072	IPR000504	IPB002004		11863161	Hs.239489	ENSG00000116001	603518				
67761_at	67761_at	AA776902					67761_at													
67763_r_at	67763_r_at	AA954400					67763_r_at							Hs.374258						
67766_at	67766_at	AI018513	P30876	d1i50b_	NM_000938	RNA_pol_B	1423585_at		5431	IPR001572	IPB001572	2.7.7.6	4505941	Hs.296014	ENSG00000047315	180661	MAP03020			
67767_at	67767_at	AA778181					67767_at													
67769_at	67769_at	AI624849	Q8N9A0				67769_at							Hs.344612						
67771_r_at	67771_r_at	R00832					67771_r_at													
67773_at	67773_at	AA512999					67773_at							Hs.186291						
67776_r_at	67776_r_at	AI610857					67776_r_at													
67778_at	67778_at	AI597864					67778_at							Hs.126823						
67780_at	67780_at	R34830					67780_at							Hs.390504						
67782_at	67782_at	AA829635	Q96N20		NM_153028	zf-C2H2	67782_at		7627	IPR001909			19882197	Hs.50456		601473				
67784_at	67784_at	AA005148					67784_at							Hs.186595						
67787_at	67787_at	AA281532					67787_at							Hs.368854						
67789_r_at	67789_r_at	AA452892					67789_r_at													
67790_at	67790_at	AA614350					67790_at							Hs.372175						
67792_r_at	67792_r_at	AA581791					67792_r_at							Hs.348118						
67795_at	67795_at	AA584463					67795_at							Hs.373760						
67796_at	67796_at	AA604671					67796_at													
67797_r_at	67797_r_at	AA676522					67797_r_at							Hs.431006						
67799_at	67799_at	AA682856					67799_at							Hs.373913						
67801_at	67801_at	W88835					67801_at							Hs.407142						
67803_at	67803_at	AI032673					67803_at							Hs.368167						
67806_at	67806_at	AA707686					67806_at							Hs.373930						
67808_at	67808_at	AA781747	Q9UHW9		NM_005135	KCl_Cotrans_1	67808_at		9990	IPR002293	IPB002027		4826780	Hs.4876	ENSG00000140199	604878				
67810_at	67810_at	AA885211					67810_at							Hs.433122						
67812_at	67812_at	AI018657					67812_at							Hs.374253						
67814_at	67814_at	AA699601					67814_at							Hs.368134						
67816_at	67816_at	AI076681					67816_at							Hs.186951						
67818_at	67818_at	AA397623					67818_at													
67821_at	67821_at	AA417698					67821_at							Hs.370993						
67823_at	67823_at	AA693550					67823_at							Hs.187027						
67825_at	67825_at	AA460325					67825_at							Hs.371779						
67827_f_at	67827_f_at	AA525067					67827_f_at							Hs.404446						
67829_i_at	67829_i_at	AA197214					67829_i_at							Hs.369016						
67832_r_at	67832_r_at	AA197214					67832_r_at							Hs.369016						
67835_at	67835_at	AI478918					67835_at							Hs.187199						
67838_at	67838_at	AI553955					67838_at													
67840_at	67840_at	AI082150					67840_at							Hs.368278						
67842_at	67842_at	AI609531					67842_at							Hs.187276						
67844_at	67844_at	AI439143					67844_at							Hs.369183						
67845_at	67845_at	R16842					67845_at							Hs.408036						
67847_at	67847_at	H30064					67847_at							Hs.187500						
67849_at	67849_at	AA455889	Q9H1K0		NM_022340	FYVE	67849_at		64145	IPR000822	IPB003134		23592750	Hs.173002						
67851_at	67851_at	AA883988					67851_at							Hs.187551						
67854_at	67854_at	AI332727					67854_at							Hs.187591						
67855_at	67855_at	AA279098					67855_at							Hs.187636						
67857_at	67857_at	AA425402					67857_at													
67860_r_at	67860_r_at	AA436496					67860_r_at													
67862_at	67862_at	AA724873	Q9C0F9				67862_at		55425					Hs.283709	ENSG00000133114					
67863_at	67863_at	AA516393					67863_at							Hs.368984						
67865_at	67865_at	AA683205					67865_at							Hs.187771						
67867_at	67867_at	AA860251			NM_022099		67867_at		63930				11560154	Hs.187773	ENSG00000125514					
67869_at	67869_at	AA677371					67869_at							Hs.373883						
67871_at	67871_at	AA629131					67871_at							Hs.187835						
67873_at	67873_at	AA699762					67873_at													
67875_at	67875_at	AA701312					67875_at													
67877_at	67877_at	AA775895					67877_at													
67880_at	67880_at	AA777598					67880_at													
67882_at	67882_at	AA780385					67882_at													
67884_at	67884_at	AA677671					67884_at							Hs.269522						
67886_at	67886_at	AA868190					67886_at							Hs.368035						
67887_at	67887_at	AI023327					67887_at													
67890_at	67890_at	AI613399					67890_at							Hs.369195						
67893_at	67893_at	AA779319					67893_at							Hs.368254						
67895_at	67895_at	AI076527					67895_at							Hs.433987						
67897_at	67897_at	AA693801					67897_at							Hs.188082						
67900_at	67900_at	AI523905					67900_at							Hs.369206						
67902_at	67902_at	AI591127					67902_at							Hs.221776						
67904_at	67904_at	N32962					67904_at							Hs.269059						
67906_at	67906_at	AA302750					67906_at							Hs.188737						
67908_at	67908_at	AA432364					67908_at							Hs.368855						
67910_at	67910_at	AA485274					67910_at							Hs.373889						
67911_at	67911_at	AA536127					67911_at							Hs.188853						
67914_at	67914_at	AA557568					67914_at							Hs.373730						
67916_at	67916_at	AA573216					67916_at							Hs.369093						
67918_at	67918_at	AI190489					67918_at							Hs.188879						
67920_g_at	67920_g_at	AI190489					67920_g_at							Hs.188879						
67922_at	67922_at	AA890176					67922_at													
67924_r_at	67924_r_at	AA593552					67924_r_at													
67925_at	67925_at	AI341867					67925_at							Hs.188920						
67927_at	67927_at	AA757058					67927_at							Hs.374015						
67928_at	67928_at	AA173675					67928_at							Hs.188948						
67930_at	67930_at	AA677023					67930_at							Hs.188966						
67932_at	67932_at	AA677216					67932_at													
67934_at	67934_at	AA677336					67934_at							Hs.269518						
67937_at	67937_at	AI075813					67937_at							Hs.368251						
67938_at	67938_at	AA682548					67938_at							Hs.368565						
67940_at	67940_at	AA700141					67940_at							Hs.373923						
67942_at	67942_at	R08053					67942_at							Hs.188987						
67944_at	67944_at	AA699492	Q13595	d1h6kx_	NM_013293	rrm	67944_at		29896	IPR000504	PR01228		9558733	Hs.130829	ENSG00000164548					
67946_g_at	67946_g_at	AA699492	Q13595	d1h6kx_	NM_013293	rrm	67946_g_at		29896	IPR000504	PR01228		9558733	Hs.130829	ENSG00000164548					
67948_at	67948_at	AA701533					67948_at							Hs.373914						
67950_at	67950_at	AA699961					67950_at							Hs.188993						
67952_at	67952_at	R92485					67952_at							Hs.189002						
67954_at	67954_at	AI021948					67954_at													
67955_at	67955_at	AA725115					67955_at							Hs.9052						
67957_at	67957_at	AI392805					67957_at							Hs.368921						
67960_at	67960_at	AI031557	Q01082	d1quua1	NM_003128	spectrin	67960_at		6711	IPR002017	IPB001715		4507195	Hs.107164	ENSG00000115306	182790				
67962_g_at	67962_g_at	AI031557	Q01082	d1quua1	NM_003128	spectrin	67962_g_at		6711	IPR002017	IPB001715		4507195	Hs.107164	ENSG00000115306	182790				
67965_at	67965_at	AA780422					67965_at													
67967_at	67967_at	AA723586					67967_at							Hs.373977						
67969_at	67969_at	AA857001					67969_at							Hs.374195						
67971_at	67971_at	AI001159					67971_at													
67973_at	67973_at	AA854024					67973_at							Hs.374187						
67975_at	67975_at	AA934126					67975_at							Hs.189130						
67977_at	67977_at	AA703269					67977_at							Hs.368101						
67978_at	67978_at	AA676262					67978_at							Hs.368128						
67980_at	67980_at	AA523305	Q08211	d1hv8a1	NM_030588	helicase_C	67980_at		1660	IPR001650	IPB000817		4503297	Hs.74578	ENSG00000135829	603115				
67983_g_at	67983_g_at	AA523305	Q12803	d1hv8a1	NM_030588	helicase_C	67983_g_at		1660	IPR002464	IPB000817		4503297	Hs.74578	ENSG00000135829	603115				
67986_at	67986_at	AI038262	Q9BSP9		NM_020388	efhand	67986_at		667	IPR001452	IPB002048		18157651	Hs.198689	ENSG00000151914	113810		Q27480		
67988_at	67988_at	AI126430					67988_at							Hs.368315						
67990_at	67990_at	AA680142					67990_at													
67992_at	67992_at	AI598001					67992_at							Hs.189409						
67994_at	67994_at	AA719179					67994_at							Hs.368954						
67996_at	67996_at	AI479496					67996_at							Hs.189473						
68001_at	68001_at	AI492293					68001_at													
68003_r_at	68003_r_at	AI536705	Q9HA45				68003_r_at							Hs.189503						
68005_at	68005_at	AI769493					68005_at							Hs.269091						
68007_at	68007_at	AI760823					68007_at							Hs.411906						
68008_at	68008_at	AI459213					68008_at							Hs.371956						
68010_at	68010_at	AI022419					68010_at							Hs.189689						
68012_at	68012_at	T67481					68012_at							Hs.189690						
68014_at	68014_at	AI144505					68014_at							Hs.189720						
68017_f_at	68017_f_at	AI023438					68017_f_at													
68019_at	68019_at	T90633					68019_at							Hs.269022						
68021_at	68021_at	T96650	Q13609	d2dnja_	NM_004944	Exo_endo_phos	U75689_s_at		1776	IPR005135	IPB001582	3.1.21.1	4826698	Hs.88646	ENSG00000163687	602244				
68023_r_at	68023_r_at	R06754					68023_r_at							Hs.334662						
68025_r_at	68025_r_at	R65609					68025_r_at							Hs.189826						
68027_at	68027_at	N75781					68027_at							Hs.336785						
68029_at	68029_at	AA725906					68029_at							Hs.189907						
68031_at	68031_at	AA074205					68031_at							Hs.189948						
68033_at	68033_at	AA136719					68033_at							Hs.269538						
68035_at	68035_at	R37978					68035_at													
68037_at	68037_at	AA205599					68037_at							Hs.190005						
68040_at	68040_at	AA251175					68040_at													
68042_at	68042_at	AA257036					68042_at							Hs.371496						
68043_at	68043_at	AA747524					68043_at							Hs.190055						
68044_at	68044_at	AI381372					68044_at													
68046_at	68046_at	AA481282	O94817	d1gnua_	NM_004707	APG12	68046_at		9140				4757758	Hs.264482						
68049_at	68049_at	AA489801					68049_at							Hs.373874						
68050_at	68050_at	AA506364					68050_at							Hs.373705						
68052_r_at	68052_r_at	AA526230					68052_r_at							Hs.378052						
